orgao;uniorcam;funcao;subfuncao;programa;projativ;rubrica;rubrica_f;rv;empenhado_1bim;empenhado_2bim;empenhado_3bim;empenhado_4bim;empenhado_5bim;empenhado_6bim;liquidado_1bim;liquidado_2bim;liquidado_3bim;liquidado_4bim;liquidado_5bim;liquidado_6bim;pago_1bim;pago_2bim;pago_3bim;pago_4bim;pago_5bim;pago_6bim
2;201;4;122;1;2003;339039160000000;"33 90 39 16 00 00 00";1;200,00;850,00;0,00;0,00;0,00;200,00;0,00;1.050,00;0,00;0,00;0,00;200,00;0,00;1.050,00;0,00;0,00;0,00;200,00
2;201;4;122;1;2003;339039770000000;"33 90 39 77 00 00 00";1;200,00;1.200,00;0,00;0,00;0,00;-200,00;0,00;300,00;200,00;200,00;200,00;300,00;0,00;300,00;200,00;200,00;200,00;300,00
2;201;4;122;1;2003;339039690000000;"33 90 39 69 00 00 00";1;0,00;0,00;0,00;1.550,00;0,00;0,00;0,00;0,00;0,00;0,00;1.550,00;0,00;0,00;0,00;0,00;0,00;1.550,00;0,00
2;201;4;122;1;2003;339046010000000;"33 90 46 01 00 00 00";1;262,50;234,87;48,30;186,90;487,20;348,60;262,50;234,87;48,30;186,90;487,20;348,60;0,00;399,00;146,67;0,00;449,40;573,30
2;201;4;122;1;2004;319011330000000;"31 90 11 33 00 00 00";1;5.228,86;5.171,40;5.171,40;7.067,58;6.320,60;6.492,98;5.228,86;5.171,40;5.171,40;7.067,58;6.320,60;6.492,98;5.228,86;5.171,40;5.171,40;7.067,58;6.320,60;6.492,98
2;201;4;122;1;2004;319011740000000;"31 90 11 74 00 00 00";1;43.823,00;41.616,00;41.616,00;41.616,00;41.616,00;43.823,00;43.823,00;41.616,00;41.616,00;41.616,00;41.616,00;43.823,00;43.823,00;41.616,00;41.616,00;41.616,00;41.616,00;43.823,00
2;201;4;122;1;2004;319011370000000;"31 90 11 37 00 00 00";1;0,00;0,00;0,00;0,00;0,00;861,90;0,00;0,00;0,00;0,00;0,00;861,90;0,00;0,00;0,00;0,00;0,00;861,90
2;201;4;122;1;2004;319011010100000;"31 90 11 01 01 00 00";1;0,00;0,00;0,00;1.572,10;2.482,26;0,00;0,00;0,00;0,00;1.572,10;2.482,26;0,00;0,00;0,00;0,00;1.572,10;2.482,26;0,00
2;201;4;122;1;2004;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;20.808,00;0,00;0,00;0,00;0,00;0,00;20.808,00;0,00;0,00;0,00;0,00;0,00;20.808,00
2;201;4;122;1;2004;319011450000000;"31 90 11 45 00 00 00";1;4.834,16;0,00;0,00;0,00;0,00;2.101,83;4.834,16;0,00;0,00;0,00;0,00;2.101,83;4.834,16;0,00;0,00;0,00;0,00;2.101,83
2;201;4;122;1;2004;319013020300000;"31 90 13 02 03 00 00";1;10.218,00;8.739,36;8.739,36;8.739,36;8.739,36;14.013,89;10.218,00;8.739,36;8.739,36;8.739,36;8.739,36;14.013,89;5.274,53;9.313,15;8.739,36;8.739,36;8.739,36;18.383,57
2;201;4;122;1;2004;319013990100000;"31 90 13 99 01 00 00";1;0,00;210,00;0,00;0,00;0,00;40,00;0,00;210,00;0,00;0,00;0,00;40,00;0,00;40,00;170,00;0,00;0,00;40,00
2;201;4;122;1;2004;319113030100000;"31 91 13 03 01 00 00";1;0,00;0,00;0,00;215,07;339,58;0,00;0,00;0,00;0,00;215,07;339,58;0,00;0,00;0,00;0,00;45,28;339,58;169,79
2;201;4;122;1;2004;339014140000000;"33 90 14 14 00 00 00";1;0,00;1.237,85;1.672,37;1.144,54;1.173,24;420,13;0,00;1.237,85;1.672,37;1.144,54;1.173,24;420,13;0,00;0,00;2.910,22;1.144,54;1.173,24;420,13
2;201;4;122;1;2004;339030390000000;"33 90 30 39 00 00 00";1;120,00;1.334,00;1.216,67;664,00;175,00;180,00;120,00;1.274,50;0,00;1.880,67;175,00;239,50;0,00;1.394,50;0,00;1.880,67;175,00;239,50
2;201;4;122;1;2004;339030010000000;"33 90 30 01 00 00 00";1;1.724,00;0,00;10,20;202,95;451,00;-8,21;0,00;1.245,59;484,10;0,00;202,95;447,30;0,00;1.245,59;484,10;0,00;202,95;447,30
2;201;4;122;1;2004;339030170000000;"33 90 30 17 00 00 00";1;0,00;0,00;0,00;0,00;190,00;833,00;0,00;0,00;0,00;0,00;190,00;833,00;0,00;0,00;0,00;0,00;190,00;833,00
2;201;4;122;1;2004;339033010000000;"33 90 33 01 00 00 00";1;3.275,00;0,00;0,00;0,00;0,00;0,00;0,00;3.275,00;0,00;0,00;0,00;0,00;0,00;3.275,00;0,00;0,00;0,00;0,00
2;201;4;122;1;2004;339039580200000;"33 90 39 58 02 00 00";1;5.322,84;0,00;0,00;0,00;0,00;0,00;887,14;887,14;887,14;887,14;887,14;887,14;887,14;887,14;887,14;887,14;887,14;887,14
2;201;4;122;1;2004;339039690000000;"33 90 39 69 00 00 00";1;0,00;45,55;0,00;0,00;0,00;0,00;0,00;45,55;0,00;0,00;0,00;0,00;0,00;45,55;0,00;0,00;0,00;0,00
2;201;4;122;1;2004;339039190000000;"33 90 39 19 00 00 00";1;305,00;190,00;2.265,33;170,00;60,00;334,00;0,00;109,00;56,00;2.463,33;238,00;458,00;0,00;109,00;56,00;2.463,33;238,00;458,00
2;201;4;122;1;2004;339039010000000;"33 90 39 01 00 00 00";1;210,00;0,00;0,00;0,00;0,00;0,00;0,00;210,00;0,00;0,00;0,00;0,00;0,00;210,00;0,00;0,00;0,00;0,00
2;201;4;122;1;2004;339039780000000;"33 90 39 78 00 00 00";1;0,00;513,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;513,00;0,00;0,00;0,00;0,00;0,00;513,00;0,00
2;201;4;122;1;2004;339046010000000;"33 90 46 01 00 00 00";1;0,00;0,00;0,00;262,50;525,00;0,00;0,00;0,00;0,00;262,50;525,00;0,00;0,00;0,00;0,00;0,00;525,00;262,50
2;201;4;122;1;2004;339093050000000;"33 90 93 05 00 00 00";1;0,00;80,00;527,75;120,00;0,00;808,00;0,00;80,00;527,75;120,00;0,00;808,00;0,00;80,00;527,75;120,00;0,00;808,00
2;201;4;122;1;2004;339093010200000;"33 90 93 01 02 00 00";1;0,00;316,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;316,00;0,00;0,00;0,00;0,00;0,00;316,00
2;203;4;122;1;2005;339039990200000;"33 90 39 99 02 00 00";1;33.911,88;0,00;18.404,00;0,00;1.036,00;0,00;5.931,38;10.546,17;7.530,29;8.464,18;8.723,18;12.156,68;5.931,38;9.229,58;8.846,88;8.464,18;8.723,18;12.156,68
2;203;4;122;1;2006;319011010100000;"31 90 11 01 01 00 00";1;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90;17.194,90
2;203;4;122;1;2006;319011450000000;"31 90 11 45 00 00 00";1;1.166,44;0,00;349,07;0,00;0,00;1.350,31;1.166,44;0,00;349,07;0,00;0,00;1.350,31;1.166,44;0,00;349,07;0,00;0,00;1.350,31
2;203;4;122;1;2006;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;8.597,45;0,00;0,00;0,00;0,00;0,00;8.597,45;0,00;0,00;0,00;0,00;0,00;8.597,45
2;203;4;122;1;2006;319013020100000;"31 90 13 02 01 00 00";1;3.855,88;3.610,92;3.684,23;3.610,92;3.610,92;5.699,95;3.855,88;3.610,92;3.684,23;3.610,92;3.610,92;5.699,95;2.050,42;3.610,92;3.684,23;3.610,92;3.610,92;7.505,41
2;203;4;122;1;2006;339035010000000;"33 90 35 01 00 00 00";1;29.690,00;0,00;0,00;0,00;0,00;1.749,47;2.878,33;4.630,00;5.280,00;5.280,00;5.930,00;7.441,14;2.640,00;4.868,33;5.280,00;5.280,00;5.930,00;7.441,14
2;203;4;122;1;2006;339039010000000;"33 90 39 01 00 00 00";1;105,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0,00;0,00;0,00
2;203;4;122;1;2006;339039810000000;"33 90 39 81 00 00 00";1;0,00;0,00;0,00;0,00;1.321,24;800,00;0,00;0,00;0,00;0,00;1.321,24;800,00;0,00;0,00;0,00;0,00;1.321,24;800,00
2;203;4;122;1;2006;339039660000000;"33 90 39 66 00 00 00";1;0,00;0,00;274,50;0,00;0,00;0,00;0,00;0,00;274,50;0,00;0,00;0,00;0,00;0,00;274,50;0,00;0,00;0,00
2;203;4;122;1;2006;339046010000000;"33 90 46 01 00 00 00";1;1.386,00;1.486,80;1.474,20;1.373,40;1.575,00;1.562,40;1.386,00;1.486,80;1.474,20;1.373,40;1.575,00;1.562,40;787,50;1.297,80;1.575,00;1.335,60;1.512,00;2.349,90
2;203;4;124;1;2008;319011010100000;"31 90 11 01 01 00 00";1;0,00;6.793,49;9.704,98;9.704,98;9.704,98;9.704,98;0,00;6.793,49;9.704,98;9.704,98;9.704,98;9.704,98;0,00;6.793,49;9.704,98;9.704,98;9.704,98;9.704,98
2;203;4;124;1;2008;319011310000000;"31 90 11 31 00 00 00";1;5.171,40;3.533,79;1.723,80;1.723,80;1.723,80;1.723,80;5.171,40;3.533,79;1.723,80;1.723,80;1.723,80;1.723,80;5.171,40;3.533,79;1.723,80;1.723,80;1.723,80;1.723,80
2;203;4;124;1;2008;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;3.639,37;0,00;0,00;0,00;0,00;0,00;3.639,37;0,00;0,00;0,00;0,00;0,00;3.639,37
2;203;4;124;1;2008;319113030100000;"31 91 13 03 01 00 00";1;0,00;929,35;1.327,64;1.327,64;1.327,64;1.825,51;0,00;929,35;1.327,64;1.327,64;1.327,64;1.825,51;0,00;265,53;1.327,64;1.327,64;1.327,64;2.489,33
2;203;4;124;1;2008;339014140000000;"33 90 14 14 00 00 00";1;0,00;538,16;0,00;1.614,48;1.076,32;1.157,09;0,00;538,16;0,00;1.614,48;1.076,32;1.157,09;0,00;538,16;0,00;1.614,48;1.076,32;1.157,09
2;203;4;124;1;2008;339030170000000;"33 90 30 17 00 00 00";1;0,00;374,00;0,00;0,00;0,00;0,00;0,00;374,00;0,00;0,00;0,00;0,00;0,00;374,00;0,00;0,00;0,00;0,00
2;203;4;124;1;2008;339033010000000;"33 90 33 01 00 00 00";1;3.275,00;0,00;0,00;2.150,70;0,00;0,00;0,00;3.275,00;0,00;0,00;2.150,70;0,00;0,00;3.275,00;0,00;0,00;2.150,70;0,00
2;203;4;124;1;2008;339039480000000;"33 90 39 48 00 00 00";1;0,00;1.488,00;398,00;1.746,00;1.390,00;992,00;0,00;0,00;1.488,00;0,00;3.136,00;1.390,00;0,00;0,00;1.488,00;0,00;3.136,00;1.390,00
2;203;4;124;1;2008;339046010000000;"33 90 46 01 00 00 00";1;0,00;262,50;525,00;525,00;512,40;537,60;0,00;262,50;525,00;525,00;512,40;537,60;0,00;0,00;525,00;525,00;525,00;787,50
2;203;4;124;1;2008;449052350000000;"44 90 52 35 00 00 00";1;0,00;0,00;0,00;0,00;0,00;1.800,00;0,00;0,00;0,00;0,00;0,00;1.800,00;0,00;0,00;0,00;0,00;0,00;1.800,00
2;204;8;243;11;2009;319011730100000;"31 90 11 73 01 00 00";1;16.800,00;15.008,00;16.800,00;16.800,00;16.800,00;16.800,00;16.800,00;15.008,00;16.800,00;16.800,00;16.800,00;16.800,00;16.800,00;15.008,00;16.800,00;16.800,00;16.800,00;16.800,00
2;204;8;243;11;2009;319011450000000;"31 90 11 45 00 00 00";1;1.120,00;1.493,33;0,00;0,00;0,00;560,00;1.120,00;1.493,33;0,00;0,00;0,00;560,00;1.120,00;1.493,33;0,00;0,00;0,00;560,00
2;204;8;243;11;2009;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;7.980,00;0,00;0,00;0,00;0,00;0,00;7.980,00;0,00;0,00;0,00;0,00;0,00;7.980,00
2;204;8;243;11;2009;319013020300000;"31 90 13 02 03 00 00";1;3.584,00;3.169,60;3.360,00;3.360,00;3.360,00;5.068,00;3.584,00;3.169,60;3.360,00;3.360,00;3.360,00;5.068,00;1.792,00;3.371,20;3.270,40;3.360,00;3.360,00;6.748,00
2;204;8;243;11;2009;319094010300000;"31 90 94 01 03 00 00";1;0,00;1.960,00;0,00;0,00;0,00;0,00;0,00;1.960,00;0,00;0,00;0,00;0,00;0,00;1.960,00;0,00;0,00;0,00;0,00
2;204;8;243;11;2009;339014140000000;"33 90 14 14 00 00 00";1;1.883,56;161,54;578,54;201,92;2.018,70;201,90;1.883,56;161,54;578,54;201,92;2.018,70;201,90;1.883,56;161,54;578,54;161,54;1.897,56;363,42
2;204;8;243;11;2009;339030240000000;"33 90 30 24 00 00 00";1;0,00;1.615,00;0,00;0,00;0,00;0,00;0,00;0,00;1.615,00;0,00;0,00;0,00;0,00;0,00;1.615,00;0,00;0,00;0,00
2;204;8;243;11;2009;339030010000000;"33 90 30 01 00 00 00";1;0,00;0,00;0,00;90,20;135,30;0,00;0,00;0,00;0,00;90,20;135,30;0,00;0,00;0,00;0,00;90,20;135,30;0,00
2;204;8;243;11;2009;339030170000000;"33 90 30 17 00 00 00";1;0,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;0,00;0,00;0,00;0,00;0,00;90,00;0,00;0,00;0,00
2;204;8;243;11;2009;339030160000000;"33 90 30 16 00 00 00";1;0,00;85,00;0,00;20,00;0,00;0,00;0,00;0,00;85,00;20,00;0,00;0,00;0,00;0,00;85,00;20,00;0,00;0,00
2;204;8;243;11;2009;339033010000000;"33 90 33 01 00 00 00";1;0,00;0,00;150,00;0,00;1.071,35;0,00;0,00;0,00;150,00;0,00;0,00;1.071,35;0,00;0,00;150,00;0,00;0,00;1.071,35
2;204;8;243;11;2009;339039430000000;"33 90 39 43 00 00 00";1;1.872,00;0,00;0,00;0,00;0,00;62,67;187,12;400,59;295,04;451,15;143,92;456,85;187,12;400,59;295,04;277,06;318,01;456,85
2;204;8;243;11;2009;339039440000000;"33 90 39 44 00 00 00";1;564,00;0,00;0,00;0,00;0,00;76,70;48,89;89,08;89,08;98,88;153,14;161,63;48,89;89,08;89,08;98,88;153,14;161,63
2;204;8;243;11;2009;339039580100000;"33 90 39 58 01 00 00";1;3.200,00;0,00;0,00;0,00;0,00;25,90;430,02;834,29;480,53;606,93;400,96;473,17;430,02;741,61;383,97;487,04;548,00;635,26
2;204;8;243;11;2009;339039160000000;"33 90 39 16 00 00 00";1;0,00;950,00;0,00;0,00;0,00;0,00;0,00;0,00;950,00;0,00;0,00;0,00;0,00;0,00;950,00;0,00;0,00;0,00
2;204;8;243;11;2009;339039480000000;"33 90 39 48 00 00 00";1;180,00;0,00;0,00;0,00;160,00;0,00;180,00;0,00;0,00;0,00;160,00;0,00;180,00;0,00;0,00;0,00;160,00;0,00
2;204;8;243;11;2009;339092930000000;"33 90 92 93 00 00 00";1;0,00;265,00;0,00;0,00;0,00;0,00;0,00;265,00;0,00;0,00;0,00;0,00;0,00;265,00;0,00;0,00;0,00;0,00
2;204;8;243;11;2009;339093050000000;"33 90 93 05 00 00 00";1;4.000,00;0,00;0,00;100,00;0,00;-598,00;1.156,00;482,00;487,00;544,00;401,00;432,00;1.156,00;285,00;684,00;544,00;401,00;432,00
2;204;8;243;11;2009;339093990300000;"33 90 93 99 03 00 00";1;0,00;120,00;0,00;0,00;0,00;0,00;0,00;120,00;0,00;0,00;0,00;0,00;0,00;120,00;0,00;0,00;0,00;0,00
2;204;8;243;11;2009;449052060000000;"44 90 52 06 00 00 00";1;0,00;1.053,00;0,00;0,00;0,00;0,00;0,00;0,00;1.053,00;0,00;0,00;0,00;0,00;0,00;1.053,00;0,00;0,00;0,00
3;301;4;122;1;2010;319004150100000;"31 90 04 15 01 00 00";1;2.007,00;1.854,20;1.536,88;1.302,35;1.965,52;2.561,47;2.007,00;1.854,20;1.536,88;1.302,35;1.965,52;2.561,47;955,71;2.054,78;1.619,15;1.536,88;1.536,88;3.524,02
3;301;4;122;1;2010;319004999900000;"31 90 04 99 99 00 00";1;9.557,10;9.575,76;7.318,50;3.659,25;0,00;10.245,91;9.557,10;9.575,76;7.318,50;3.659,25;0,00;10.245,91;9.557,10;9.575,76;7.318,50;3.659,25;0,00;10.245,91
3;301;4;122;1;2010;319011330000000;"31 90 11 33 00 00 00";1;11.420,18;11.822,40;10.360,76;10.342,80;10.342,80;10.342,80;11.420,18;11.822,40;10.360,76;10.342,80;10.342,80;10.342,80;11.420,18;11.822,40;10.360,76;10.342,80;10.342,80;10.342,80
3;301;4;122;1;2010;319011010100000;"31 90 11 01 01 00 00";1;28.001,32;28.439,74;38.565,74;40.628,42;40.603,84;39.770,14;28.001,32;28.439,74;38.565,74;40.628,42;40.603,84;39.770,14;28.001,32;28.439,74;38.565,74;40.628,42;40.603,84;39.770,14
3;301;4;122;1;2010;319011370000000;"31 90 11 37 00 00 00";1;2.296,47;2.119,41;1.499,56;1.527,23;1.584,38;1.666,22;2.296,47;2.119,41;1.499,56;1.527,23;1.584,38;1.666,22;2.296,47;2.119,41;1.499,56;1.527,23;1.584,38;1.666,22
3;301;4;122;1;2010;319011740000000;"31 90 11 74 00 00 00";1;7.566,00;7.566,00;5.674,50;0,00;0,00;0,00;7.566,00;7.566,00;5.674,50;0,00;0,00;0,00;7.566,00;7.566,00;5.674,50;0,00;0,00;0,00
3;301;4;122;1;2010;319011450000000;"31 90 11 45 00 00 00";1;6.912,20;4.365,02;3.276,48;780,65;0,00;838,72;6.912,20;4.365,02;3.276,48;780,65;0,00;838,72;6.912,20;4.365,02;3.276,48;780,65;0,00;838,72
3;301;4;122;1;2010;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;20.323,82;0,00;0,00;0,00;0,00;0,00;20.323,82;0,00;0,00;0,00;0,00;0,00;20.323,82
3;301;4;122;1;2010;319013020100000;"31 90 13 02 01 00 00";1;2.964,64;2.898,69;3.370,23;2.028,68;2.028,68;2.982,69;2.964,64;2.898,69;3.370,23;2.028,68;2.028,68;2.982,69;1.577,44;2.774,40;3.626,92;2.269,14;2.028,68;3.997,03
3;301;4;122;1;2010;319013990100000;"31 90 13 99 01 00 00";1;0,00;0,00;0,00;0,00;0,00;58,40;0,00;0,00;0,00;0,00;0,00;58,40;0,00;0,00;0,00;0,00;0,00;58,40
3;301;4;122;1;2010;319016440100000;"31 90 16 44 01 00 00";1;147,64;0,00;0,00;0,00;8,89;364,08;147,64;0,00;0,00;0,00;8,89;364,08;147,64;0,00;0,00;0,00;8,89;364,08
3;301;4;122;1;2010;319094010300000;"31 90 94 01 03 00 00";1;0,00;652,09;2.281,14;0,00;0,00;0,00;0,00;652,09;2.281,14;0,00;0,00;0,00;0,00;652,09;2.281,14;0,00;0,00;0,00
3;301;4;122;1;2010;319113030100000;"31 91 13 03 01 00 00";1;6.228,06;5.878,49;5.951,87;5.967,04;5.864,71;8.348,76;6.228,06;5.878,49;5.951,87;5.967,04;5.864,71;8.348,76;2.999,33;6.328,33;5.768,25;5.998,41;5.864,16;11.280,45
3;301;4;122;1;2010;339014140000000;"33 90 14 14 00 00 00";1;1.953,96;0,00;1.157,08;4.340,48;121,14;2.537,68;807,24;1.146,72;1.157,08;4.340,48;121,14;2.537,68;807,24;1.146,72;1.157,08;4.340,48;121,14;2.537,68
3;301;4;122;1;2010;339030240000000;"33 90 30 24 00 00 00";1;0,00;8,00;8,00;32,00;20,00;0,00;0,00;0,00;0,00;16,00;52,00;0,00;0,00;0,00;0,00;16,00;52,00;0,00
3;301;4;122;1;2010;339030010000000;"33 90 30 01 00 00 00";1;0,00;0,00;0,00;0,00;338,25;25,50;0,00;0,00;0,00;0,00;0,00;363,75;0,00;0,00;0,00;0,00;0,00;363,75
3;301;4;122;1;2010;339030160000000;"33 90 30 16 00 00 00";1;30,00;2.048,95;1.647,05;106,00;1.069,00;-20,96;30,00;1.506,10;1.603,01;330,30;1.410,63;0,00;0,00;1.536,10;1.603,01;330,30;1.410,63;0,00
3;301;4;122;1;2010;339030440000000;"33 90 30 44 00 00 00";1;0,00;0,00;0,00;0,00;1.140,00;0,00;0,00;0,00;0,00;0,00;0,00;1.140,00;0,00;0,00;0,00;0,00;0,00;1.140,00
3;301;4;122;1;2010;339030040000000;"33 90 30 04 00 00 00";1;1.551,00;-516,00;516,00;0,00;0,00;-345,00;0,00;69,00;585,00;138,00;207,00;207,00;0,00;69,00;585,00;138,00;207,00;207,00
3;301;4;122;1;2010;339030220000000;"33 90 30 22 00 00 00";1;0,00;0,00;0,00;126,00;0,00;0,00;0,00;0,00;0,00;0,00;126,00;0,00;0,00;0,00;0,00;0,00;126,00;0,00
3;301;4;122;1;2010;339030230000000;"33 90 30 23 00 00 00";1;0,00;0,00;0,00;3.088,00;0,00;0,00;0,00;0,00;0,00;3.088,00;0,00;0,00;0,00;0,00;0,00;3.088,00;0,00;0,00
3;301;4;122;1;2010;339030250000000;"33 90 30 25 00 00 00";1;0,00;0,00;189,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;189,30;0,00;0,00;0,00;0,00;0,00;189,30
3;301;4;122;1;2010;339030450000000;"33 90 30 45 00 00 00";1;236,50;0,00;0,00;0,00;0,00;0,00;0,00;130,00;35,00;0,00;71,50;0,00;0,00;130,00;35,00;0,00;71,50;0,00
3;301;4;122;1;2010;339030170000000;"33 90 30 17 00 00 00";1;0,00;0,00;0,00;0,00;818,00;0,00;0,00;0,00;0,00;0,00;818,00;0,00;0,00;0,00;0,00;0,00;818,00;0,00
3;301;4;122;1;2010;339033010000000;"33 90 33 01 00 00 00";1;3.275,00;851,50;236,05;2.150,70;0,00;0,00;0,00;4.126,50;236,05;0,00;2.150,70;0,00;0,00;4.126,50;236,05;0,00;2.150,70;0,00
3;301;4;122;1;2010;339033960000000;"33 90 33 96 00 00 00";1;0,00;0,00;0,00;0,00;3.000,00;-2.622,00;0,00;0,00;0,00;0,00;3.000,00;-2.622,00;0,00;0,00;0,00;0,00;3.000,00;-2.622,00
3;301;4;122;1;2010;339033990000000;"33 90 33 99 00 00 00";1;0,00;0,00;119,99;0,00;0,00;0,00;0,00;0,00;39,99;80,00;0,00;0,00;0,00;0,00;39,99;80,00;0,00;0,00
3;301;4;122;1;2010;339036060000000;"33 90 36 06 00 00 00";1;0,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;1.500,00
3;301;4;122;1;2010;339036990100000;"33 90 36 99 01 00 00";1;4.969,90;0,00;2.588,50;0,00;100,00;-304,90;3.397,90;344,20;3.087,30;95,80;428,30;0,00;0,00;3.742,10;2.698,80;484,30;428,30;0,00
3;301;4;122;1;2010;339039430000000;"33 90 39 43 00 00 00";1;300,00;0,00;0,00;500,00;0,00;-357,99;29,41;105,91;116,21;81,44;26,64;82,40;29,41;105,91;116,21;54,24;53,84;82,40
3;301;4;122;1;2010;339039580200000;"33 90 39 58 02 00 00";1;7.604,04;0,00;0,00;0,00;0,00;0,00;1.267,34;1.267,34;1.267,34;1.267,34;1.267,34;1.267,34;1.267,34;1.267,34;1.267,34;1.267,34;1.267,34;1.267,34
3;301;4;122;1;2010;339039120000000;"33 90 39 12 00 00 00";1;4.916,49;0,00;0,00;0,00;-1.500,00;-430,41;300,00;789,06;550,14;462,96;223,14;660,78;300,00;789,06;550,14;462,96;223,14;660,78
3;301;4;122;1;2010;339039110000000;"33 90 39 11 00 00 00";1;2.943,44;4.317,04;3.434,02;8.618,88;720,00;-480,00;1.471,72;2.894,38;3.434,02;3.033,26;3.380,00;5.340,00;1.471,72;2.894,38;3.434,02;3.033,26;3.380,00;5.340,00
3;301;4;122;1;2010;339039050000000;"33 90 39 05 00 00 00";1;6.930,00;2.441,00;8.450,00;-900,00;0,00;5.290,00;0,00;5.749,00;1.620,00;810,00;3.648,00;10.384,00;0,00;5.749,00;1.620,00;810,00;3.648,00;10.384,00
3;301;4;122;1;2010;339039900000000;"33 90 39 90 00 00 00";1;0,00;72,00;0,00;0,00;0,00;0,00;0,00;72,00;0,00;0,00;0,00;0,00;0,00;72,00;0,00;0,00;0,00;0,00
3;301;4;122;1;2010;339039480000000;"33 90 39 48 00 00 00";1;600,00;1.508,00;940,00;4.351,33;0,00;1.984,00;600,00;1.508,00;940,00;859,33;3.492,00;1.984,00;600,00;1.508,00;940,00;859,33;3.492,00;1.984,00
3;301;4;122;1;2010;339039830000000;"33 90 39 83 00 00 00";1;0,00;0,00;0,00;73,00;0,00;0,00;0,00;0,00;0,00;73,00;0,00;0,00;0,00;0,00;0,00;73,00;0,00;0,00
3;301;4;122;1;2010;339039950000000;"33 90 39 95 00 00 00";1;0,00;0,00;0,00;0,00;0,00;563,00;0,00;0,00;0,00;0,00;0,00;563,00;0,00;0,00;0,00;0,00;0,00;563,00
3;301;4;122;1;2010;339039630000000;"33 90 39 63 00 00 00";1;240,00;0,00;0,00;0,00;0,00;0,00;240,00;0,00;0,00;0,00;0,00;0,00;0,00;240,00;0,00;0,00;0,00;0,00
3;301;4;122;1;2010;339039160000000;"33 90 39 16 00 00 00";1;1.638,12;0,00;0,00;22,00;0,00;0,00;1.638,12;0,00;0,00;22,00;0,00;0,00;1.638,12;0,00;0,00;22,00;0,00;0,00
3;301;4;122;1;2010;339039010000000;"33 90 39 01 00 00 00";1;105,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0,00;0,00;0,00
3;301;4;122;1;2010;339039810000000;"33 90 39 81 00 00 00";1;1.340,50;0,00;0,00;0,00;0,00;0,00;1.340,50;0,00;0,00;0,00;0,00;0,00;1.340,50;0,00;0,00;0,00;0,00;0,00
3;301;4;122;1;2010;339039190000000;"33 90 39 19 00 00 00";1;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00
3;301;4;122;1;2010;339039270000000;"33 90 39 27 00 00 00";1;0,00;0,00;0,00;0,00;1.800,00;0,00;0,00;0,00;0,00;0,00;1.800,00;0,00;0,00;0,00;0,00;0,00;1.800,00;0,00
3;301;4;122;1;2010;339046010000000;"33 90 46 01 00 00 00";1;4.817,40;4.134,90;5.283,60;5.151,30;4.846,70;4.874,10;4.817,40;4.134,90;5.283,60;5.151,30;4.846,70;4.874,10;2.883,30;3.853,50;4.819,50;5.352,90;5.027,40;7.171,40
3;301;4;122;1;2010;449052420000000;"44 90 52 42 00 00 00";1;7.180,00;0,00;5.321,00;0,00;720,00;1.166,00;7.180,00;0,00;2.680,00;2.641,00;720,00;1.166,00;7.180,00;0,00;2.680,00;2.641,00;0,00;1.886,00
3;301;4;122;1;2010;449052360000000;"44 90 52 36 00 00 00";1;0,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;500,00
3;301;4;122;1;2010;449052390000000;"44 90 52 39 00 00 00";1;1.798,00;0,00;0,00;0,00;0,00;0,00;0,00;1.798,00;0,00;0,00;0,00;0,00;0,00;1.798,00;0,00;0,00;0,00;0,00
3;301;4;122;1;2010;449052120000000;"44 90 52 12 00 00 00";1;0,00;0,00;0,00;0,00;0,00;175,00;0,00;0,00;0,00;0,00;0,00;175,00;0,00;0,00;0,00;0,00;0,00;175,00
